ERP006566	ERR576952	Adult	
ERP006566	ERR576953	Adult	
ERP006566	ERR576954	Egg	
ERP006566	ERR576955	Egg	
ERP006566	ERR576956	Juveniles	
ERP006566	ERR576957	Juveniles	
ERP006566	ERR576958	Metacercariae	Metacercariae 0hrs
ERP006566	ERR576959	Metacercariae	Metacercariae 0hrs
ERP006566	ERR576960	Newly emerged juveniles 1hr	
ERP006566	ERR576961	Newly emerged juveniles 1hr	
ERP006566	ERR576962	Newly emerged juveniles 3hrs	
ERP006566	ERR576963	Newly emerged juveniles 3hrs	
ERP006566	ERR576964	Metacercariae	Metacercariae 0hrs
ERP006566	ERR576965	Metacercariae	Metacercariae 0hrs
ERP006566	ERR576966	Newly emerged juveniles 1hr	
ERP006566	ERR576967	Newly emerged juveniles 24hrs	
ERP006566	ERR576968	Newly emerged juveniles 24hrs	
ERP006566	ERR576969	Newly emerged juveniles 3hrs	
ERP006623	ERR577156	Metacercariae	Metacercariae 0hrs
ERP006623	ERR577157	Adult	
ERP006623	ERR577158	Egg	
ERP006623	ERR577159	Juveniles	
ERP006623	ERR577160	Adult	
